track_name,track_id,artist,date_added,release_date,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
"For Life (Take You Out, Treat You Right)",4cihlIG9MQWqFN64CR1kSa,Stephen Day,2024-07-10T19:21:22Z,2019-10-11,49,196386,0.748,0.427,6,-7.36,1,0.0421,0.358,5.86e-06,0.307,0.751,99.999,4
Hip Replacement,0xbRBmn4poZWxCdnbfvmCq,Lawrence,2024-07-17T23:31:36Z,2024-06-21,51,253133,0.741,0.891,10,-3.137,0,0.178,0.0766,4.54e-06,0.36,0.793,100.968,4
This Time Around (The Second Time Around),4Nd7mtUEhdSNZIpGDZ8xGO,Oh He Dead,2024-07-23T18:23:03Z,2019-11-22,19,219320,0.673,0.658,2,-6.173,0,0.0933,0.498,9.54e-06,0.0794,0.704,93.95,4
HOT TO GO!,4xdBrk0nFZaP54vvZj0yx7,Chappell Roan,2024-07-18T21:37:39Z,2023-09-22,91,184841,0.742,0.757,6,-4.981,1,0.0421,0.0187,0,0.305,0.957,139.982,4
Whatcha Want,1AE9p52IdrZiLgBcWMU9x8,Lawrence,2024-07-19T21:08:41Z,2024-06-21,59,180600,0.497,0.848,1,-2.671,1,0.101,0.0663,0,0.343,0.439,100.089,4
Something In The Water,1mhAbQXngabXhuwxoQycNa,Lawrence,2024-07-19T21:22:41Z,2024-06-21,51,171133,0.68,0.382,6,-7.004,1,0.0371,0.526,5.65e-05,0.0808,0.699,123.133,4
Space and Time,4SH02p71KuFJ6EuOGFz8he,Oh He Dead,2024-07-22T17:52:24Z,2023-09-15,27,234238,0.737,0.734,9,-6.783,1,0.07,0.204,0.00199,0.0992,0.548,172.072,4
Tokyo Night,03NhXsAWrTluwyoN55Erif,Vulfmon,2024-08-01T21:00:59Z,2024-07-23,43,142406,0.784,0.584,0,-4.146,1,0.0363,0.764,0,0.316,0.774,96.771,4
Cape Town Plush,1fYvV6xC7JvVXidJ0fWvp8,Sir Woman,2024-08-09T22:19:34Z,2020,30,201733,0.739,0.688,11,-6.044,0,0.282,0.256,0,0.0945,0.796,118.849,4
All Night,4l1f44Rl6f6pwuSZN7DjVR,Oh He Dead,2024-08-14T17:22:46Z,2023-09-15,29,195257,0.663,0.762,4,-6.258,0,0.197,0.614,1.18e-05,0.168,0.578,184.019,4
Twenty Two and Some Change,0dL0y3s5qiMESufGOY7C3h,Stephen Day,2024-08-15T20:18:57Z,2019-10-11,43,174240,0.655,0.462,8,-9.438,1,0.0674,0.438,0.000425,0.167,0.749,140.382,4
Crying Shame,4bhsk8zUlScYaTnWOJZfty,Jack Johnson,2024-08-25T19:57:52Z,2005-01-01,50,186040,0.641,0.606,1,-8.196,0,0.101,0.0719,0,0.113,0.718,180.15,4
Knowhere,715yOhntcGELY9gb5rrSTl,Nick DeLaurentis,2019-10-26T04:04:26Z,2019-02-08,26,219794,0.809,0.199,9,-14.684,1,0.0535,0.781,0.0156,0.097,0.487,139.908,4
Victoria,3jwBnbzOghYAA0F6AQ6E8d,Jukebox The Ghost,2019-10-26T04:04:26Z,2008,0,224373,0.536,0.674,3,-9.418,1,0.0648,0.395,1.71e-05,0.231,0.586,162.948,4
Dance With Me,6rdveaxn9mg8gSeYhxyLlF,"Sir, Please",2019-10-26T04:04:26Z,2018-03-29,42,265113,0.591,0.659,4,-7.321,1,0.0403,0.00933,0,0.173,0.701,120.001,4
Hard To Explain,0OM9ri37LIbPc9hffwsyb1,The Strokes,2019-10-26T04:04:26Z,2001-07-30,58,224333,0.408,0.666,7,-6.286,1,0.0578,0.000455,0.862,0.0889,0.666,82.523,4
Sooner Or Later,4sPIIyPhVdsQeG0g3HQcjc,The Grass Roots,2019-10-26T04:04:26Z,1994-01-01,0,162293,0.65,0.769,0,-9.117,1,0.0335,0.53,0.000177,0.0623,0.964,125.559,4
"I Love You Baby, I Love You Doll - London Mix",4FJbeRvbAESlD2urQEFQRm,Parekh & Singh,2019-10-26T04:04:26Z,2017-07-21,17,171626,0.723,0.435,4,-10.416,1,0.0339,0.214,0,0.163,0.64,94.907,4
Saturday Night,2Z7FT1lDIAwdAtoQNHNWxB,Bay City Rollers,2019-10-26T04:04:26Z,1974,44,174466,0.508,0.691,7,-9.585,1,0.0635,0.0931,0.000494,0.106,0.872,136.336,4
I Melt with You,6J2rMSRhgb4HuX6dWgM3nJ,Modern English,2019-10-26T04:04:26Z,1982-01-25,59,251573,0.541,0.81,0,-11.745,1,0.0367,0.000975,0.00158,0.0681,0.647,155.582,4
"Pollyanna (From ""MOTHER"")",2dlHJKAvishQSWuLGZWORV,insaneintherainmusic,2019-10-26T04:04:26Z,2018-10-02,0,313550,0.744,0.605,8,-7.622,1,0.0379,0.364,0.146,0.125,0.514,120.018,4
Take A Chance On Me,6vQN2a9QSgWcm74KEZYfDL,ABBA,2019-10-26T04:04:26Z,1977,0,243933,0.685,0.685,11,-8.103,1,0.0254,0.173,0,0.201,0.925,106.987,4
Find Out,4X73YQfkxS6pdU9gPpSEa4,khai dreams,2019-10-26T04:04:26Z,2019-09-20,0,168827,0.644,0.372,7,-10.933,1,0.0341,0.244,0,0.337,0.862,144.991,4
Lovefool - Radio Edit,1eRqy8jW4ZLMJR6dl3xsgI,The Cardigans,2019-10-26T04:04:26Z,1996-09-17,0,193893,0.644,0.599,9,-7.941,1,0.0291,0.0445,0,0.286,0.948,111.829,4
That's Right I'm Five,5fn9sYPGqroL1W2xJnhLX8,Don't Stop or We'll Die,2019-10-26T04:04:26Z,2018-11-27,19,129293,0.585,0.723,9,-4.095,1,0.0369,0.155,0,0.29,0.836,97.646,4
Sir Duke,6vKSrqeuPqnlsqDbBj6F3n,Stevie Wonder,2019-10-26T04:04:26Z,1999-11-23,34,232093,0.583,0.546,6,-10.885,1,0.0742,0.157,0,0.094,0.952,106.65,4
Daniel,1BvJmtaXsqtH438BcDPeBb,Elton John,2019-10-26T04:04:26Z,1973-01-22,69,234666,0.689,0.476,0,-11.945,1,0.029,0.379,5.12e-05,0.0864,0.9,132.074,4
A Summer Song,5xM7bDmr2KUynKX6OfZufi,Chad & Jeremy,2019-10-26T04:04:26Z,1965-01-01,0,160413,0.587,0.414,9,-12.68,1,0.0296,0.729,0.000123,0.106,0.497,124.016,4
Sweet to Me,4qkwbl6SxwLE09pxLAFINt,Summer Salt,2019-10-26T04:04:26Z,2015-07-04,0,204306,0.563,0.51,9,-6.751,1,0.0283,0.677,3.8e-06,0.305,0.501,97.467,4
Beach Baby,3gOsZGaMej7EMVy6VBjxHM,First Class,2019-10-26T04:04:26Z,2009-05-18,0,293453,0.4,0.73,7,-9.633,1,0.054,0.000968,0.0179,0.0612,0.442,134.602,4
Honesty,34E0Higz6fFVXlbVsn6TIW,Billy Joel,2019-10-26T04:04:26Z,1978-10-13,60,233506,0.552,0.265,10,-15.482,1,0.0332,0.415,0,0.107,0.212,135.476,4
Zanzibar,70Znjq5VPKFrwlB7O26SWT,Billy Joel,2019-10-26T04:04:26Z,1978-10-13,56,310760,0.589,0.46,9,-14.54,0,0.0511,0.271,4.95e-05,0.224,0.705,148.172,4
52nd Street,4V4JM8brxPHFkaDd4OyTii,Billy Joel,2019-10-26T04:04:26Z,1978-10-13,33,146506,0.698,0.35,7,-19.319,1,0.0395,0.163,0.0289,0.329,0.636,130.125,4
Easy Money,4Wv7aG6kbHLbo2h218dChl,Billy Joel,2019-10-26T04:04:26Z,1983-08-08,38,244693,0.577,0.827,7,-5.919,1,0.138,0.0314,0,0.0764,0.767,144.717,4
"I Can't Help Myself (Sugar Pie, Honey Bunch)",1I8956VUImfafRIuccR9Cq,Four Tops,2019-10-26T04:04:26Z,1988-01-01,0,162960,0.704,0.573,0,-10.154,1,0.0298,0.385,0,0.0912,0.972,127.04,4
Someday,7hm4HTk9encxT0LYC0J6oI,The Strokes,2019-10-26T04:04:26Z,2001-07-30,72,183440,0.539,0.521,9,-7.46,1,0.0299,0.00425,0,0.367,0.679,106.035,4
Sandals,08mbmCSc6wEUNlMvi0Ukzu,khai dreams,2019-10-26T04:04:26Z,2019-10-11,0,160445,0.711,0.705,4,-8.445,1,0.0372,0.11,2.09e-05,0.236,0.972,112.036,4
The Gambler,1Y5wYXgX9dHwSKZdQNHEhV,fun.,2019-10-26T04:04:26Z,2009,0,251266,0.612,0.297,10,-7.571,1,0.0308,0.941,1.45e-06,0.109,0.46,99.937,4
Mr Loverman,5VrQtf7PVUmprxvDL1n4eU,Ricky Montgomery,2019-10-26T04:04:26Z,2016-04-01,0,216880,0.641,0.527,0,-6.697,1,0.0256,0.243,2.51e-05,0.25,0.485,130.018,3
Line Without A Hook,3mAJICbS33S8Fs5gBG6zYk,Ricky Montgomery,2019-10-26T04:04:26Z,2016-04-01,0,249586,0.428,0.645,8,-4.964,1,0.0284,0.268,0,0.258,0.503,190.032,3
"Still Alive (From ""Portal"")",0RrhwwIqnfCDPZD7DfWAVj,The 8-Bit Big Band,2019-10-26T04:04:26Z,2019-06-24,40,191295,0.575,0.527,2,-8.492,1,0.105,0.619,0,0.316,0.55,130.291,4
Blue Hawaii,06zMm73RxNxnGxtwZWFP6K,Elvis Presley,2019-10-26T04:04:26Z,1961-10-20,44,156186,0.252,0.281,1,-13.413,1,0.039,0.958,0.000241,0.193,0.365,82.107,4
Your Own Precious Way,3ooS0HxVxh68RBU66ByJP2,Bobby Bond,2019-10-26T04:04:26Z,1964-05-23,14,151826,0.474,0.214,9,-13.419,1,0.0338,0.723,0.00142,0.116,0.4,103.635,3
Be Calm,0SHPEXmOSJL4Og3aJluoKd,fun.,2019-10-26T04:04:26Z,2009,0,249813,0.412,0.52,11,-6.508,1,0.0431,0.146,0,0.188,0.314,129.838,4
All the Pretty Girls,1TQyRzRnGJflBhUHAwtk1x,fun.,2019-10-26T04:04:26Z,2009,0,202893,0.646,0.787,0,-4.654,1,0.0602,0.258,0,0.199,0.773,131.036,4
I Wanna Be the One,45v5HffSapKHrgSDIX8x8I,fun.,2019-10-26T04:04:26Z,2009,0,216386,0.772,0.606,0,-4.789,1,0.0358,0.537,4.04e-06,0.0672,0.929,118.992,4
At Least I'm Not as Sad (As I Used to Be),3I7bOKGX8oxIQHFThQxtH4,fun.,2019-10-26T04:04:26Z,2009,0,246733,0.467,0.589,2,-5.302,1,0.0539,0.188,0,0.1,0.59,118.87,4
Walking the Dog,50g0it8QsUikGOHTEOaNXC,fun.,2019-10-26T04:04:26Z,2009,0,219920,0.763,0.631,2,-6.424,1,0.0652,0.0436,0,0.425,0.839,108.515,4
Human Hands,1OwpMhK8fUSYLTGcXGy7Yu,Sondre Lerche,2019-10-28T20:12:10Z,2006,0,154680,0.552,0.657,9,-9.285,1,0.0418,0.787,0,0.158,0.803,148.818,4
Some Nights,0kR4Gn7FljUY4t8SKIFyZh,fun.,2019-11-04T02:24:58Z,2012-02-21,43,276332,0.663,0.743,0,-6.998,1,0.0534,0.0181,6.05e-05,0.112,0.37,107.938,4
We Are Young (feat. Janelle Monáe),4fz20fbPHtJg8CLuxKOGFV,fun.,2019-11-04T02:28:52Z,2012-02-21,33,250626,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,4
Sight of the Sun - Single Version,4orHVYvdG5v4G4bmp2Lwdg,fun.,2019-11-05T22:38:41Z,2014-03-11,44,210373,0.626,0.703,11,-5.247,1,0.0306,0.0275,1.66e-06,0.0903,0.522,92.054,4
My Heart Is Buried In Venice,0x2NHsIR8wK5gnrLKcOSaz,Ricky Montgomery,2019-11-15T17:36:31Z,2016-04-01,0,184866,0.67,0.413,11,-8.117,1,0.0274,0.441,8.68e-05,0.0902,0.144,112.011,3
All Will Be Well,64rMBgXnYB3zU2oOvlxrc2,Gabe Dixon,2019-11-18T19:49:22Z,2008-01-01,36,250120,0.65,0.396,4,-10.379,1,0.0263,0.662,0,0.245,0.435,108.962,4
Lo Que Siento,3oyf4dalm17kzTE8LJDbgR,Cuco,2019-11-19T19:36:58Z,2017-05-25,1,312000,0.326,0.685,10,-5.576,1,0.179,0.503,0,0.427,0.409,86.882,5
Find My Way,2F5T7Rs9TgmADkmEvIVihg,khai dreams,2019-11-19T20:26:27Z,2018-05-17,0,164017,0.866,0.67,9,-6.139,0,0.24,0.345,0,0.1,0.52,98.007,4
Another Piece of the Cake,2C1Y9EOkzYlAkAWkWuVznd,Summer Salt,2019-11-28T04:07:49Z,2019-10-30,0,135676,0.623,0.411,8,-9.215,1,0.0276,0.755,4.48e-05,0.632,0.309,92.988,4
Driving to Hawaii,78ECvz2vs1obDkLdbMEdJK,Summer Salt,2019-11-28T04:30:53Z,2015-07-04,0,188183,0.346,0.637,7,-4.919,1,0.0403,0.719,2.03e-05,0.263,0.297,186.836,3
Dead End,1fR7iutoR4cUogqgUKsXVJ,The Format,2019-12-03T20:40:40Z,2006-07-11,0,248600,0.638,0.59,0,-4.892,1,0.031,0.195,0,0.518,0.884,121.073,4
Falling So in Love With You,5Kx5xliPg85f5bKlzJedVE,Rome Hero Foxes,2019-12-03T20:50:31Z,2017-01-27,0,214956,0.624,0.473,9,-7.926,1,0.0314,0.814,0,0.115,0.321,114.9,4
Buttercup,2mlGPkAx4kwF8Df0GlScsC,Jack Stauber,2019-12-06T17:10:29Z,2017-03-25,67,208026,0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046,4
I Wanna Get Better,1BwhFXqoIsePt21WyWIttb,Bleachers,2019-12-06T17:16:56Z,2014-07-14,62,204520,0.446,0.915,9,-6.221,1,0.141,0.00281,3.87e-05,0.218,0.398,190.013,4
Oh Klahoma,6SZwj6cjc8JQbkrr8cbIUn,Jack Stauber,2019-12-07T14:27:23Z,2017-03-25,70,185223,0.697,0.401,7,-10.216,1,0.0543,0.43,0.0109,0.316,0.478,108.996,4
The Answer,7cs7eJjQvyOG4CqwB3JAJ4,Honey Butter,2019-12-09T19:24:03Z,2019-09-20,27,290086,0.449,0.262,10,-10.866,1,0.0412,0.762,4.33e-06,0.0776,0.521,174.576,4
Out Like a Light,6ikeNpeQ5zBO98brvwSzN0,The Honeysticks,2019-12-09T23:03:07Z,2017-06-16,0,256018,0.523,0.458,11,-7.785,1,0.0275,0.171,0.00244,0.072,0.359,125.954,3
All I Need,6G4WyEppR26jbZGyM5tB7d,khai dreams,2019-12-11T19:51:44Z,2018-05-17,0,147966,0.76,0.559,11,-7.274,0,0.499,0.508,0,0.367,0.48,74.954,4
Nice Colors,6BJv4dFNXQJD7XeyaEOLYs,khai dreams,2019-12-11T20:05:20Z,2018-05-17,0,184252,0.818,0.679,4,-5.695,0,0.157,0.359,0,0.112,0.525,136.117,4
On An Evening In Roma (Sott'er Celo De Roma),16pUlUFjyp6BtDtxC0i9ch,Dean Martin,2019-12-17T20:26:56Z,1959,60,148466,0.51,0.117,7,-15.512,1,0.0425,0.863,0,0.245,0.753,140.933,4
Summer Lovin',3hqXUcu06ajELPBS3uhCD1,The Tuesday Crew,2019-12-20T01:48:47Z,2018-06-22,40,241243,0.796,0.331,0,-9.903,1,0.0521,0.194,0,0.159,0.632,137.968,4
Travels,1WPevIqr6oWsA4BWwMhkW5,khai dreams,2019-12-23T20:55:53Z,2018-05-17,0,173121,0.759,0.841,7,-4.372,1,0.382,0.532,0,0.103,0.713,89.904,4
Nicholas Sparks,7KTz1N9Py2eaF2XIzQ0Cji,Kinda Collective,2019-12-23T22:24:58Z,2019-05-26,29,199810,0.697,0.478,11,-7.879,0,0.221,0.407,0,0.113,0.423,95.016,4
Arms Tonite,5THPJToPbXswRx9sn498iB,Mother Mother,2019-12-23T23:02:38Z,2008-09-23,0,216666,0.687,0.646,4,-3.841,1,0.039,0.0973,0.000593,0.161,0.323,139.978,4
Don't Take The Money,3ySU5vwQB33iGulwcUL9qQ,Bleachers,2020-01-17T16:45:44Z,2017-06-02,63,215546,0.63,0.885,1,-5.674,1,0.0406,0.000397,1.37e-06,0.206,0.289,110.072,4
A Sweet Song,5hiMefZxndLnDWIDGCAieI,St.Arnaud,2020-01-17T20:37:06Z,2019-10-04,32,184213,0.807,0.621,1,-7.444,0,0.0394,0.564,0.0391,0.0641,0.363,129.051,4
Dog Problems,5Oq4KDHCqCpbo2E8PBqTAA,The Format,2020-01-18T20:22:59Z,2006-07-11,0,251160,0.46,0.332,0,-8.06,1,0.0403,0.725,0,0.102,0.299,121.937,4
All My Loving,6YvuLhp9lhkjmyIzLJA1uA,The Stairwells,2020-01-18T20:42:06Z,2016-10-14,25,132857,0.569,0.518,1,-6.357,0,0.291,0.772,0,0.814,0.533,139.893,4
Dream Sweet in Sea Major,3RznzRnsl8mzP63l4AF2M7,Miracle Musical,2020-01-18T20:46:32Z,2012-12-12,64,420012,0.341,0.428,0,-11.193,1,0.0414,0.919,0.0675,0.106,0.188,169.896,4
Two Broken Hearts,2WH7FxB1RcymnSEYXLKSbP,Rivers Cuomo,2020-01-19T21:29:45Z,2018-12-21,19,183636,0.721,0.706,6,-9.009,1,0.0292,0.55,0,0.421,0.677,131.943,4
Dream Of Mickey Mantle,5HDcQM2yGnrtHjcYKjp3x4,Bleachers,2020-01-21T18:07:31Z,2017-06-02,38,190306,0.554,0.833,2,-7.475,1,0.185,0.249,0.000944,0.102,0.0718,154.036,4
Lonely Town,0QLMAhZQACGtzi11XZVa6A,Vulfpeck,2020-01-21T18:09:11Z,2018-12-07,42,174614,0.908,0.644,7,-7.964,1,0.0429,0.065,3.03e-06,0.123,0.96,100.401,4
Cheeseburger Family,5Ek2w5FEPNQMfEwgufiojn,Jack Stauber's Micropop,2020-01-25T15:18:52Z,2018-08-06,46,248774,0.637,0.705,0,-5.542,1,0.0844,0.519,0.000867,0.116,0.476,152.174,4
I Don't Love You Anymore,6gDjre0iU1dTMyjJkOQqNP,The Honeysticks,2020-01-27T17:29:11Z,2018-02-09,0,225415,0.684,0.553,2,-8.826,1,0.0392,0.153,0.484,0.164,0.649,120.054,4
California,2Yun9wGz6mO6OtjhPJXvUU,Ricky Montgomery,2020-01-27T22:05:49Z,2016-04-08,0,210693,0.549,0.93,10,-4.425,1,0.0311,0.00267,0,0.0983,0.59,153.983,4
1980s Horror Film II,3VzULnaqPKf1deQyZ5W4Ah,Wallows,2020-01-27T22:21:18Z,2018-10-11,54,235272,0.593,0.658,2,-4.957,1,0.0304,0.0038,0.0126,0.0804,0.27,116.021,4
Are You Bored Yet? (feat. Clairo),57RA3JGafJm5zRtKJiKPIm,Wallows,2020-01-28T00:24:05Z,2019-03-22,79,178000,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,4
Just a Friend,1ZoBx2HJYtzc975zT9n16n,Tally Hall,2020-02-09T01:20:14Z,2019-08-23,45,270253,0.768,0.541,0,-9.732,1,0.41,0.275,0,0.38,0.691,84.045,4
Out Like a Light 2,2LmisfExEEFUKb9AbCOiCq,The Honeysticks,2020-02-18T00:45:19Z,2019-02-15,0,271283,0.446,0.394,11,-8.717,1,0.0373,0.288,0,0.37,0.298,108.199,3
I Hear a Symphony,3iJya7m7trpGv570Ske30n,Cody Fry,2020-02-27T15:48:29Z,2017-10-06,0,185176,0.207,0.243,10,-8.181,1,0.0306,0.925,0.0342,0.118,0.394,171.648,4
I Was in New York,5dbC0dQ40qOAoJTYNdZvsR,shy kids,2020-03-01T17:45:52Z,2018-02-23,17,241403,0.353,0.402,4,-8.374,1,0.0326,0.132,1.37e-05,0.356,0.108,179.088,3
Cherry Cola,1Ewa2K9dUgYJlVAr6MfO9T,Floyd's Boys,2020-03-01T18:05:16Z,2019-05-03,5,200500,0.522,0.341,11,-14.61,0,0.485,0.204,0.000504,0.318,0.407,156.906,4
Dream a Little Dream of Me,30Kp1hxl7eHMzwL711pT2Z,Anne Reburn,2020-03-01T18:56:01Z,2019,0,156923,0.567,0.153,0,-16.154,1,0.0345,0.827,0.000345,0.127,0.132,78.012,4
Goodmorning,1K13OsIMc0HLgEJHZoWH78,Bleachers,2020-03-03T19:54:52Z,2017-06-02,47,193413,0.629,0.448,2,-9.534,1,0.102,0.579,0,0.131,0.515,79.993,4
Susie (Dramas),5iFujkF6DJlRhOyxYl4zjE,Elton John,2020-03-17T22:51:05Z,1972-05-19,36,204973,0.639,0.748,9,-6.601,0,0.0363,0.0246,1.12e-05,0.0884,0.97,142.851,4
Mr. Blue Sky,0G2pt57ZyqI1rTyZmBHGos,Pomplamoose,2020-03-23T15:06:25Z,2019-10-22,0,279137,0.423,0.677,1,-4.65,1,0.0373,0.168,0,0.166,0.74,91.001,4
Candle In The Wind - Remastered 2014,1L9fzw2pXprOqtemTwtxXF,Elton John,2020-03-23T15:45:17Z,1973-10-05,67,228932,0.602,0.536,4,-9.74,1,0.0288,0.183,1.9e-05,0.0802,0.506,124.558,4
Two Time,7JTGwb6ug0z15F5roNLE0s,Jack Stauber's Micropop,2020-03-23T18:46:59Z,2018-06-04,63,139850,0.832,0.346,0,-9.64,1,0.036,0.112,1.29e-05,0.0945,0.688,98.512,4
Better,5nquR3uSdXMdQHwjQyKgVa,The Honeysticks,2020-03-24T16:28:04Z,2018-03-23,0,204864,0.719,0.828,11,-5.689,1,0.0553,0.158,0.000569,0.0959,0.97,125.958,4
&,2vzbU9nlpIMYxlt0FucOHi,Tally Hall,2020-03-25T15:36:47Z,2011-06-21,60,194586,0.532,0.88,11,-5.119,1,0.0362,0.00135,0,0.348,0.727,95.921,4
Runaway Kids,79hmDK8oZAVNHwpyOQ0Iqj,HARBOUR,2020-03-31T18:07:13Z,2016-08-05,0,224343,0.513,0.847,7,-6.662,1,0.0472,0.00646,0,0.0833,0.338,100.977,4
Mona Lisas And Mad Hatters,5XY9FK0mB0BS0u8YB2ehN9,Elton John,2020-04-08T17:36:39Z,1972-05-19,57,300506,0.512,0.347,0,-11.222,1,0.0361,0.853,8.67e-05,0.106,0.41,128.531,4
Dog Nightmare,2iTma4kHADFcTlR24R8hIP,Jack Stauber,2020-04-10T19:07:19Z,2017-03-25,53,175677,0.7,0.448,4,-13.016,1,0.11,0.743,0.458,0.179,0.731,153.992,4
Keyman,5EDldO0MlWcJxmYubMEfIr,Jack Stauber's Micropop,2020-04-18T20:06:27Z,2020-02-07,44,222213,0.508,0.67,0,-7.19,1,0.0362,0.247,0.0182,0.0936,0.41,159.225,4
いただきます,17t0W0CyGMWXSMNmb0LHD0,あきお,2020-04-19T16:12:45Z,2016-09-20,21,206819,0.909,0.51,7,-7.761,1,0.0472,0.296,0,0.509,0.88,99.986,4
Michelle - Remastered 2009,5By7Pzgl6TMuVJG168VWzS,The Beatles,2020-04-23T18:21:15Z,1965-12-03,66,162373,0.578,0.29,5,-12.501,0,0.0341,0.652,0,0.105,0.666,117.403,4
Cupid,2t7RNUa8I8fbZAEAmZOkBl,Jack Stauber's Micropop,2020-04-25T17:51:26Z,2020-02-07,66,220245,0.572,0.514,3,-6.607,1,0.0254,0.942,0.814,0.415,0.442,82.841,4
Dinner Is Not Over,3W2s12opBKPQrUkTyj98MI,Jack Stauber's Micropop,2020-04-27T20:07:57Z,2020-02-07,55,280350,0.718,0.646,3,-7.602,1,0.0318,0.698,0.00832,0.161,0.446,130.091,4
Koi Boy,3ISRnIFXx0S63z8iZBvr4u,Jack Stauber,2020-05-05T19:23:15Z,2017-03-25,40,151690,0.704,0.203,9,-12.101,0,0.0394,0.828,0.304,0.112,0.156,78.255,4
I Want To Hold Your Hand - Remastered 2015,4pbG9SUmWIvsROVLF0zF9s,The Beatles,2020-05-22T00:14:53Z,2000-11-13,63,145746,0.49,0.715,7,-5.549,1,0.0476,0.386,0,0.311,0.866,130.726,4
Help! - Remastered 2015,3Smida2eCUsLzDcmZqXEZ3,The Beatles,2020-05-22T00:29:11Z,2000-11-13,51,139240,0.602,0.736,11,-6.51,0,0.0332,0.149,0,0.0776,0.819,94.931,4
"Hello, Goodbye - Remastered 2015",0hqjsgWRfMBf2s8xsvRq1M,The Beatles,2020-05-23T20:06:04Z,2000-11-13,50,207786,0.498,0.806,0,-5.284,1,0.0265,0.402,5.74e-06,0.525,0.664,99.396,4
My Plea,7D7GfQJaJlMZtNpB7XKwxe,Jack Stauber,2020-05-23T20:58:15Z,2017-03-25,45,176006,0.777,0.619,5,-8.599,1,0.0625,0.496,7.56e-06,0.0959,0.902,90.029,4
Bothersome,08usYkCKcKehKFXBLSlOGP,Jack Stauber,2020-05-26T20:30:49Z,2017-03-25,42,236626,0.662,0.458,2,-11.633,1,0.0438,0.76,0.0368,0.257,0.475,136.201,4
"Sunflower, Vol. 6",6iYMfxznTBlcVOgRHab2W0,Harry Styles,2023-03-16T15:29:02Z,2019-12-13,66,221826,0.566,0.846,7,-6.904,0,0.035,0.000564,0.000795,0.121,0.86,160.02,4
Grapejuice,4j6kId9QIqhoXvqHKgSKa0,Harry Styles,2023-03-17T14:36:25Z,2022-05-20,67,191958,0.645,0.721,5,-4.394,1,0.0336,0.357,0.143,0.204,0.88,182.928,4
Late Night Talking,1qEmFfgcLObUfQm0j1W2CK,Harry Styles,2023-03-17T15:32:39Z,2022-05-20,79,177954,0.714,0.728,10,-4.595,1,0.0468,0.298,0,0.106,0.901,114.996,4
Music For a Sushi Restaurant,5LYMamLv12UPbemOaTPyeV,Harry Styles,2023-03-21T14:27:31Z,2022-05-20,71,193813,0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041,4
Little Freak,3i058E8uxTsYqJ5NWZzqSj,Harry Styles,2023-03-21T14:44:00Z,2022-05-20,72,202183,0.559,0.535,3,-7.723,1,0.039,0.719,0.000143,0.0954,0.402,141.96,4
Did I Make You Up?,6uc6et9rL6dHhdnLc5LsFP,half•alive,2023-03-31T18:24:24Z,2022-12-02,43,149773,0.715,0.618,9,-5.635,1,0.0371,0.469,7.23e-05,0.079,0.274,95.038,4
Sideways,1oarZ29ZGSZwJa8o30lV46,Carly Rae Jepsen,2023-04-13T14:19:35Z,2022-10-21,44,136093,0.683,0.611,4,-7.538,1,0.055,0.0338,1.54e-06,0.0588,0.748,171.922,4
Roll To Me,7LF0YY1gON8rBECsyEs0Wb,Del Amitri,2023-04-17T17:47:29Z,1995-01-01,58,132306,0.567,0.821,6,-5.894,1,0.0371,0.418,0,0.108,0.895,150.106,4
Space Out!,5Avmd3awxZBFLmma5sHGmG,Ellie Dixon,2023-04-21T19:51:47Z,2022-04-07,30,183573,0.751,0.502,1,-6.519,0,0.248,0.453,0,0.197,0.651,99.9,4
Sunbathing,2fMzYz7gWOpSTATF6N3eJG,Early Eyes,2023-04-19T14:42:28Z,2020-11-13,34,176786,0.757,0.677,9,-3.66,1,0.0363,0.0701,0.00263,0.112,0.809,143.973,4
She Wants Me (To Be Loved),1yS9wpv8GW2c8tHC7P85JJ,The Happy Fits,2023-04-19T15:00:46Z,2020-08-28,56,199413,0.779,0.727,9,-5.175,1,0.0336,0.109,0,0.0657,0.727,119.935,4
Hot Tea,2a5ywVaai2n4Y8HX5AdYSJ,half•alive,2023-04-19T15:04:41Z,2022-12-02,33,175200,0.488,0.647,1,-5.386,1,0.0669,0.0866,1.31e-06,0.258,0.353,125.941,4
Italo Disco,1B2zrooBJ6Rc8NIUuS3VDh,Last Dinosaurs,2023-04-20T14:48:41Z,2018-10-05,53,226303,0.577,0.797,5,-6.013,1,0.0246,0.0213,0.000472,0.207,0.797,105.02,4
Good Thing,063d63uD0ZK1Ge9n5IF3Bg,Sure Sure,2023-04-20T15:38:04Z,2019-06-27,32,184626,0.82,0.534,1,-7.024,0,0.0749,0.122,7.81e-05,0.136,0.893,144.016,4
Golden,7wjmwD5nIYWVnHiR3X3PTO,Cory Wong,2023-04-27T17:49:56Z,2020-01-10,48,212933,0.692,0.711,5,-5.202,1,0.121,0.053,2.92e-05,0.387,0.894,132.062,4
