track_name,track_id,artist,date_added,release_date,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Flowers,6JJgmmfMsoGTzwCe2f2K8u,khai dreams,2021-08-19T01:03:44Z,2021-08-18,0,154115,0.694,0.653,4,-6.028,1,0.0379,0.167,0,0.136,0.865,130.012,4
I Got You,12jjuxN1gxlm29cqL5M6MW,Jack Johnson,2021-08-19T03:13:00Z,2013-01-01,66,179346,0.899,0.399,11,-6.553,1,0.038,0.61,1.52e-05,0.0923,0.544,98.067,4
Enemy,3tSZoQUyRQ6fQqOogvZOtX,Jack Johnson,2021-08-19T13:36:39Z,2008,37,228480,0.718,0.26,5,-13.464,1,0.0373,0.666,0.0102,0.0988,0.434,116.616,4
If I Had Eyes,3FnkZFv7kbxwlgaLgbqeDc,Jack Johnson,2021-08-19T13:41:21Z,2008,54,238813,0.794,0.569,2,-8.057,1,0.037,0.663,0.00336,0.0898,0.705,92.915,4
Hollywood,2vnM1GudpO5GH1oOg0qgxr,Jukebox The Ghost,2021-09-08T21:03:49Z,2015-04-07,37,205826,0.376,0.682,8,-6.258,1,0.0739,0.705,0,0.163,0.289,77.668,4
Fairhaven Station,6Kcf9oi1JDaobtwFdjLGZJ,tanner.,2021-09-08T21:48:06Z,2020-07-22,42,159000,0.756,0.569,9,-12.299,1,0.0275,0.24,0.00866,0.132,0.346,100.006,4
Personal Lies,3BjQX42wrf1Ie1AopSnUGV,Djo,2021-09-08T21:57:52Z,2019-09-13,0,299546,0.618,0.546,0,-8.015,1,0.0269,0.0102,0.000403,0.293,0.576,110.049,4
Astronaut Kids,2iTSxK9aLyOIKEC3SP0by9,Hotel Fiction,2021-09-08T22:13:00Z,2021-08-27,0,280322,0.279,0.424,9,-7.889,1,0.0326,0.609,1.69e-05,0.119,0.129,80.245,3
Girl,63OB8oKmBUUYiRtrRtFCvX,Jukebox The Ghost,2021-09-14T19:35:32Z,2015-04-07,49,213786,0.605,0.615,8,-5.617,1,0.0474,0.479,0,0.137,0.841,172.211,4
All At Once,7p3eluZv7dxIArpFUTBkia,Jack Johnson,2021-09-17T13:36:56Z,2008,43,217720,0.628,0.353,0,-11.363,1,0.0365,0.504,0.000332,0.152,0.224,110.468,4
Same Girl,2yXSduJwEJH0HpyVMavzus,Jack Johnson,2021-09-21T01:39:39Z,2008,38,130613,0.562,0.111,7,-17.426,1,0.0374,0.913,0.0136,0.115,0.347,123.247,4
Lewa Lani,19MSvFSajXFi4qZBRgEoZc,Summer Salt,2021-09-28T01:03:52Z,2021-06-25,24,280040,0.638,0.536,5,-8.858,1,0.0275,0.101,0.147,0.103,0.33,93.985,4
Clover,3LlzsDGunYpcU4OF8dnLRN,Summer Salt,2021-09-28T03:22:29Z,2021-06-25,24,215613,0.774,0.65,1,-7.029,1,0.0249,0.0106,0.00518,0.0657,0.47,111.991,4
Inaudible Melodies,60l2klsUm0sh1J80XuaGnf,Jack Johnson,2021-10-02T01:48:19Z,2001,0,217907,0.807,0.273,6,-13.886,1,0.071,0.614,0.0179,0.132,0.321,142.886,4
Sound Of A Broken Heart,4eUCMf4V9cGatqpMwDgsGE,Jukebox The Ghost,2021-10-05T23:30:54Z,2015-04-07,32,196013,0.671,0.914,1,-5.141,1,0.043,0.0538,2.88e-06,0.147,0.964,112.954,4
Bleed Magic,3kwKL0TkuPdt4kpAyaBezI,I DONT KNOW HOW BUT THEY FOUND ME,2021-10-07T00:21:28Z,2018-11-09,38,203720,0.518,0.934,0,-7.082,1,0.157,0.00135,0.202,0.172,0.233,161.996,4
Leopard,4TfCsnA1oYDI91st4X594i,Jack Stauber,2021-10-09T18:33:52Z,2018-04-14,46,261930,0.703,0.445,5,-8.399,0,0.0421,0.499,0.014,0.109,0.608,158.085,4
Big Life,4M3Uqqw3L6oGEMk69SYIKE,Bleachers,2021-10-12T23:45:23Z,2021-07-30,30,150480,0.492,0.886,11,-6.553,1,0.0503,0.411,0.000162,0.384,0.748,149.977,4
91,6v3wihX7hSonQaBVSYTBgW,Bleachers,2021-10-16T04:41:28Z,2021-07-30,38,179746,0.333,0.188,2,-11.48,1,0.0414,0.948,0.000693,0.0912,0.63,207.884,4
Christmas in June,4YyBL0KHcqo3LclmmMrl8g,AJR,2021-10-23T00:16:14Z,2021-03-26,0,279337,0.626,0.457,4,-8.464,1,0.0341,0.38,0,0.113,0.309,130.844,4
It's Only Right,49shtsiVxakpVGxSltpgjX,Wallows,2021-10-23T00:28:52Z,2018-04-06,49,274520,0.447,0.663,11,-7.399,0,0.033,0.00222,0.00275,0.127,0.456,153.87,4
Problems,0mFSV2Bawz8i9wnlc9eYme,Mother Mother,2021-10-23T00:33:49Z,2011-03-15,2,207533,0.629,0.85,1,-3.653,1,0.0261,0.00802,0.0284,0.155,0.526,104.033,4
When Did We Stop,6yB43rWcWjlxErOBSUx8GN,New Move,2021-10-25T23:56:00Z,2016-01-29,34,250292,0.393,0.525,7,-9.294,1,0.0265,0.139,0.0192,0.111,0.703,103.963,3
The Great Unknown,6xBUdFmhryjXoxn8KkTNr4,Jukebox The Ghost,2021-10-26T23:09:25Z,2015-04-07,31,179960,0.54,0.747,7,-5.061,1,0.0287,0.0335,0,0.25,0.342,104.043,4
Revolution Lover,3qBg6BeHJlGgwl5aCa09EC,Left at London,2021-11-05T00:30:31Z,2018-11-10,31,142702,0.538,0.817,6,-6.791,1,0.0774,0.153,0,0.503,0.717,147.957,4
Loving Is Easy (feat. Benny Sings),5EYi2rH4LYs6M21ZLOyQTx,Rex Orange County,2021-11-07T02:43:12Z,2017-10-11,2,155720,0.756,0.609,3,-7.927,1,0.0544,0.217,0.00482,0.0959,0.537,117.024,4
arrow,6HGDxEtcoUsztb2xeVOXTP,half•alive,2021-11-09T00:40:40Z,2019-08-09,49,222706,0.797,0.606,7,-6.41,1,0.0938,0.00549,9.62e-05,0.0954,0.77,99.982,4
Trouble in Paradise,5gIygaJRadjFKhOSB5iMP8,Summer Salt,2021-11-16T01:59:57Z,2021-06-25,18,221426,0.718,0.636,8,-8.839,1,0.0275,0.0488,0.0169,0.133,0.564,120.002,4
Fortunate Fool,3lBV2e6PeAOa0DqGxWCErF,Jack Johnson,2021-11-22T21:32:16Z,2001,0,229507,0.808,0.267,4,-10.415,1,0.0426,0.609,0.00343,0.119,0.32,129.266,4
F-Stop Blues,2ExizXMcXNos7nWDEVbqhM,Jack Johnson,2021-11-28T00:20:54Z,2001,0,195141,0.8,0.123,4,-15.636,1,0.0466,0.777,0.000304,0.111,0.188,128.649,4
Hold It In,0ycG3AoBngC2MJCjmADW0S,Jukebox The Ghost,2021-12-01T01:10:53Z,2008-04-22,0,208626,0.757,0.749,5,-9.912,1,0.0336,0.369,1.35e-06,0.101,0.893,132.013,4
Mudfootball (For Moe Lerner),0aiwWQiNQRIkeJdrwrRrxJ,Jack Johnson,2021-12-06T01:30:16Z,2001,0,205443,0.805,0.705,7,-10.841,1,0.0588,0.232,0.348,0.0475,0.962,96.556,4
Drop the Guillotine,1gpBDeONibvJyQYEv5HJh9,Peach Pit,2021-12-10T00:24:10Z,2018-06-28,55,219960,0.514,0.881,0,-6.52,1,0.0629,0.0381,9.55e-06,0.103,0.577,87.541,4
Middle Man,0m8aBg4nGfaFILnhjA6BNl,Jack Johnson,2021-12-11T03:19:34Z,2001,0,194115,0.826,0.646,2,-13.962,1,0.0663,0.609,0.472,0.106,0.817,92.568,4
This Will Be Our Year - Lo-Fi Version,2V8jIbkoCm7mz79hdGdOTq,OK Go,2021-12-13T15:43:16Z,2021-01-22,17,127396,0.603,0.464,9,-6.414,1,0.0433,0.578,0,0.104,0.474,95.053,4
Pine Barrens,6KfikoQae8sV8N0DaiLxRm,Jakey,2021-12-21T19:35:25Z,2021-12-20,36,230032,0.652,0.544,2,-7.519,1,0.0919,0.613,0,0.347,0.501,93.996,4
Monsoon,7s4qhv3Txiv4oFWUccJsci,Jack Johnson,2022-01-05T18:32:50Z,2008,37,256813,0.691,0.288,6,-10.584,0,0.102,0.382,0,0.106,0.312,141.902,4
Honolulu City Lights,7p7wUyiSlKhbBj6a4W5JQJ,Keola & Kapono Beamer,2022-01-07T22:09:59Z,1979-06-09,38,203960,0.434,0.235,0,-16.04,1,0.037,0.854,0.0075,0.115,0.264,131.447,4
3 O'Clock Things,7JBORNKYEw0ubz6VyzS6DM,AJR,2022-01-11T22:01:35Z,2021-03-26,1,228376,0.685,0.523,6,-8.633,1,0.0783,0.0344,0,0.161,0.346,94.026,4
Money Won't Pay,5hs2nY40aeqM0mpP8SBOon,bo en,2022-01-14T00:35:23Z,2014-02-14,29,237500,0.784,0.715,6,-5.675,1,0.0664,0.218,0,0.415,0.846,119.995,4
Ramona,2ZFf2JAMZkO9IUL1e2hbVO,Jukebox The Ghost,2022-01-14T00:37:47Z,2021-12-10,0,169810,0.59,0.725,5,-8.037,1,0.0453,0.284,2.64e-06,0.102,0.453,91.035,4
Thumbnail,315nF0bGYJxNcSI6S3Y8aN,Louie Zong,2022-01-14T01:02:04Z,2018-06-28,36,185290,0.84,0.334,0,-13.54,1,0.0541,0.792,0.000104,0.128,0.545,105.003,4
I Don't Want to Talk,1KO4aiGkvF1eMTBrzL4vAd,Wallows,2022-01-14T22:38:25Z,2021-09-30,45,223533,0.461,0.908,7,-3.222,1,0.0768,0.0133,1.4e-06,0.309,0.636,162.042,4
Best Tears,7nF74JcG12aaD8lV9SJVTu,The Happy Fits,2022-01-14T22:40:23Z,2018-06-15,0,158533,0.415,0.702,2,-3.73,1,0.04,0.109,0,0.119,0.68,129.683,4
Penelope,0DyZx471Ab72xTOFE47q9h,Early Eyes,2022-01-17T18:32:40Z,2018-06-15,37,236634,0.613,0.651,11,-10.048,1,0.0513,0.103,0.000368,0.101,0.6,141.961,4
Formidable,2jfyY5GIc7wsYVIrCnjblC,Twenty One Pilots,2022-01-26T01:36:33Z,2021-05-21,56,176324,0.653,0.559,6,-6.758,0,0.0276,0.00983,0.000473,0.062,0.731,137.006,4
Marielle,46Qj3n1mRBsGyJGrWabrDW,Summer Salt,2022-01-30T23:50:03Z,2021-06-25,17,236866,0.644,0.586,3,-8.205,1,0.0274,0.153,0.0177,0.124,0.417,99.96,4
RUNAWAY,0Dit4xsY3yFY73b19VxsYE,half•alive,2022-02-02T14:43:08Z,2019-08-09,51,162200,0.676,0.594,0,-5.588,0,0.053,0.00324,0.000912,0.0645,0.602,131.922,4
Lemon Boy,3Yvk0ZLxMlt6ioasvdN6vB,Cavetown,2022-02-02T21:12:13Z,2018-01-01,63,272902,0.509,0.478,4,-10.051,1,0.0392,0.185,1.4e-06,0.0891,0.323,139.926,4
Pretty Face,07tbYac108weqzeP7Bhwon,PUBLIC,2022-02-03T15:48:49Z,2015-03-24,52,230786,0.538,0.89,11,-3.193,1,0.0489,0.00235,0,0.354,0.628,143.022,4
"Skeleton Appreciation Day in Vestal, NY (Bones)",1788x4xlNC5GiIgLYglxMW,Will Wood and the Tapeworms,2022-02-08T04:10:45Z,2015-05-20,14,244560,0.612,0.686,0,-6.24,1,0.0616,0.343,4.55e-06,0.616,0.553,122.133,4
Honeybee,2jRCSeGqoza7NXUjTZ55mw,PUBLIC,2022-02-10T03:57:33Z,2015-03-24,21,225173,0.533,0.875,0,-4.156,1,0.0373,0.000831,0.000154,0.326,0.549,92.557,4
Dont Know How,1sKSs5wKEQ7bryvxfUBslU,Ricky Montgomery,2022-02-10T04:15:42Z,2016-04-08,45,183000,0.653,0.776,1,-4.853,1,0.0309,0.0351,0.000395,0.559,0.536,125.037,4
Time Away from Home,5RL6qa4QxzGQrOBGvm67TW,Summer Salt,2022-02-10T04:58:17Z,2014-10-14,35,220274,0.648,0.613,0,-5.28,1,0.0296,0.79,8.12e-05,0.187,0.54,115.317,4
Instead of My Room,1xU60s0xQaGkOJR9qCFZBR,Charlie Burg,2022-02-11T00:15:50Z,2016-12-20,0,197688,0.73,0.821,2,-3.922,1,0.101,0.0373,1.6e-06,0.327,0.79,125.18,4
Beady Eyes on the Horizon,2k198DcoXk3jVg1l7X6ZGd,Jukebox The Ghost,2022-02-17T23:58:42Z,2008-04-22,0,247506,0.498,0.51,7,-11.364,1,0.0543,0.331,2.25e-06,0.179,0.435,162.013,4
Run the World!!!,0AsUVUloJ52ZCXmqrMFgOI,Dayglow,2022-02-25T22:25:58Z,2019-11-14,0,176250,0.706,0.631,0,-7.711,1,0.0553,0.158,0.000607,0.0374,0.424,160.064,4
Rockaway,1YMZq2mzqkizU6Ml1OzTaQ,Summer Salt,2022-03-01T23:51:19Z,2014-10-14,37,170101,0.661,0.561,8,-6.679,1,0.0299,0.653,0.000226,0.108,0.272,104.12,4
Long Way Home,4PsNioJxl82qlRFvRBFrQw,Jukebox The Ghost,2022-03-02T00:07:21Z,2015-04-07,25,207120,0.564,0.739,7,-6.613,1,0.0298,0.653,1.44e-06,0.161,0.328,127.009,4
still feel.,48XkVAagIoQHCsOlJtXUd5,half•alive,2022-03-02T00:37:02Z,2019-08-09,62,247786,0.779,0.516,10,-6.467,0,0.0521,0.148,0,0.0492,0.715,120.026,4
My Time,0wZUJxxybEiafs0BIg9SAP,bo en,2022-03-09T19:56:26Z,2013-09-06,58,313968,0.445,0.361,5,-7.503,1,0.0941,0.608,0,0.112,0.0677,119.797,4
Fire Flower,2zgpMaaXfVJqUJoMbjmfH2,Summer Salt,2022-03-10T22:14:00Z,2019-12-24,43,250800,0.612,0.511,3,-11.852,0,0.0283,0.384,0.121,0.42,0.333,101.998,4
Give My Heart a Little Break,2XSO944qXjlLl3dYsFvE7z,Summer Salt,2022-03-10T22:52:18Z,2014-10-14,32,204492,0.407,0.486,8,-7.276,1,0.0293,0.676,0.00126,0.121,0.402,187.92,3
Moscow,4ylE1Sl2wohbCvToD1fHsl,Autoheart,2022-03-13T14:45:14Z,2013-07-15,0,234571,0.715,0.611,0,-8.302,1,0.0324,0.183,8.51e-06,0.0786,0.817,103.987,4
Cheers!,2r8H3YAFGNS26wurMPxmAc,Jukebox The Ghost,2022-03-18T21:21:37Z,2021-09-08,0,200575,0.371,0.565,11,-7.64,1,0.055,0.352,0,0.131,0.301,168.219,4
Fred Astaire,6JgXQTdqLL1xS5qfqOGVNb,Jukebox The Ghost,2022-03-18T22:01:30Z,2018-03-30,0,219000,0.605,0.71,11,-4.75,1,0.0753,0.0244,3.72e-05,0.309,0.691,110.171,4
Here It Goes Again,1pHP4JeQV9wDx87D6qH9hD,OK Go,2022-03-21T20:32:18Z,2005-01-01,63,179813,0.537,0.882,0,-2.306,1,0.0403,0.00035,9.06e-05,0.12,0.81,145.73,4
Everybody's Lonely,4C8gET0YDJU473cLC3rYIG,Jukebox The Ghost,2022-03-22T15:48:17Z,2018-03-30,0,185693,0.493,0.746,0,-4.27,1,0.0586,0.133,0,0.36,0.485,184.144,4
Sweet Talk,6kcHg7XL6SKyPNd78daRBL,Saint Motel,2022-03-22T21:50:17Z,2016-10-21,65,192040,0.67,0.843,1,-4.311,1,0.0454,0.0392,0,0.225,0.713,117.01,4
Empire,70JCDmwTZKYZG6pTBsJqIl,Jukebox The Ghost,2022-03-22T23:27:28Z,2010-09-07,0,217733,0.716,0.882,9,-3.816,1,0.0364,0.27,0,0.211,0.774,134.855,4
didya think,4HOg84QsolNLzNp08qZ3sX,Arlie,2022-03-23T13:51:20Z,2018-09-19,56,200466,0.468,0.89,4,-2.974,1,0.0701,0.00415,1.21e-05,0.508,0.709,140.265,4
Speaking Sonar,3jNzWIb2btZiF8QxLhUCOL,Summer Salt,2022-03-27T00:08:47Z,2018-09-28,42,220280,0.755,0.338,5,-12.836,1,0.0288,0.713,0.0769,0.121,0.546,98.027,4
Simple As 1 2 3,5abLkGAku8rrvyMNUjX4pO,Jukebox The Ghost,2022-03-28T15:52:11Z,2018-03-30,0,210026,0.629,0.637,7,-5.69,1,0.0241,0.222,0.000241,0.0803,0.452,92.042,4
Can I Call You Tonight?,64lsIF5pw0sJY0gV5kz0RN,Dayglow,2022-03-31T22:38:50Z,2019-11-14,19,278769,0.641,0.842,9,-7.27,1,0.0292,0.132,0.91,0.419,0.5,129.98,4
Whatever Forever,2gXczlSLzhskaTRLdAwBEw,The Mowgli's,2022-04-06T20:21:49Z,2015-04-14,35,193653,0.65,0.75,3,-5.178,1,0.0295,0.137,0,0.0974,0.535,98.749,4
45,6GXxOycOvD7pp0F4ee6X5R,Bleachers,2022-04-07T02:51:23Z,2021-07-30,42,203533,0.543,0.556,1,-6.126,1,0.0296,0.643,0,0.104,0.414,79.041,4
Hot Rod,0zePbRMJ9sd7wsZRlbPQua,Dayglow,2022-04-07T13:40:04Z,2019-11-14,9,204014,0.707,0.767,7,-7.072,1,0.0323,0.0279,0.000295,0.169,0.832,139.985,4
Tidal Waves,5VzTz1J8nWDAoEVYDVoY8L,Summer Salt,2022-04-12T15:55:45Z,2014-10-14,34,247064,0.542,0.523,0,-6.848,1,0.026,0.353,0.129,0.366,0.458,75.056,4
Hideaway,6LfmJwuqzmXLCqEAwLQPgD,Summer Salt,2022-04-13T13:51:41Z,2022-03-11,23,220149,0.624,0.391,2,-9.534,1,0.0307,0.179,0.84,0.112,0.266,144.02,4
Heart and My Car,00Lk99fwdWL0sA0Gj0y77y,Summer Salt,2022-04-14T22:12:28Z,2018-09-28,38,205680,0.747,0.57,4,-8.759,1,0.0308,0.686,0,0.0786,0.669,110.071,4
Roundabout - 2003 Remaster,0YveezON7jpiaHA8fnUHxN,Yes,2019-10-26T04:04:26Z,1971-11-26,58,510573,0.41,0.761,4,-9.453,0,0.0687,0.0685,0.00772,0.0758,0.392,132.923,4
Hey Jude - Remastered 2015,0aym2LBJBk9DAYuHHutrIl,The Beatles,2019-10-26T04:04:26Z,2000-11-13,70,425653,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,4
Don't Stop Me Now - Remastered 2011,7hQJA50XrCWABAu5v6QZ4i,Queen,2019-10-26T04:04:26Z,1978-11-10,74,209413,0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,4
Another One Bites The Dust - Remastered 2011,57JVGBtBLCfHw2muk5416J,Queen,2019-10-26T04:04:26Z,1980-06-27,73,214653,0.932,0.528,5,-6.472,0,0.161,0.115,0.329,0.163,0.757,109.975,4
Uptown Girl,5zA8vzDGqPl2AzZkEYQGKh,Billy Joel,2019-10-26T04:04:26Z,1983-08-08,83,197706,0.701,0.944,4,-2.986,1,0.0455,0.0755,0,0.601,0.792,128.993,4
Saturday in the Park - 2002 Remaster,4OJFkrRQqol4FsPesF8eu4,Chicago,2019-10-26T04:04:26Z,1972-07-10,62,235666,0.67,0.763,7,-6.864,1,0.0341,0.155,0,0.0799,0.61,114.398,4
My Life,4ZoBC5MhSEzuknIgAkBaoT,Billy Joel,2019-10-26T04:04:26Z,1978-10-13,71,284000,0.741,0.647,2,-12.878,1,0.0427,0.108,0.00139,0.0555,0.804,131.097,4
Carry On,7gpy7sfWPNuOKmUNs3XQYE,fun.,2019-10-26T04:04:26Z,2012-02-21,59,278373,0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434,5
Why Am I the One,5YTDJ3QG8MR5qJ917k1TEY,fun.,2019-10-26T04:04:26Z,2012-02-21,24,286706,0.408,0.499,6,-7.16,1,0.0547,0.44,4.04e-06,0.595,0.501,82.157,4
Crocodile Rock,6WCeFNVAXUtNczb7lqLiZU,Elton John,2019-10-26T04:04:26Z,1973-01-22,73,235440,0.621,0.8,4,-7.284,0,0.0344,0.0264,1.53e-05,0.059,0.968,149.908,4
I'm Still Standing,1jDJFeK9x3OZboIAHsY9k2,Elton John,2019-10-26T04:04:26Z,1983-05-30,84,183440,0.505,0.904,6,-6.863,1,0.179,0.355,0.118,0.14,0.773,176.811,4
Saturday Night’s Alright (For Fighting) - Remastered 2014,12yHvSYFXI7PGzNecUvIDu,Elton John,2019-10-26T04:04:26Z,1973-10-05,67,295466,0.513,0.979,0,-6.362,1,0.0425,0.0195,0.0951,0.0906,0.94,152.875,4
La de Da de Da de Da de Day Oh,08Df9uxCLSZoAb0mqob7u5,Bill Wurtz,2019-10-26T04:04:26Z,2018-01-16,35,190673,0.762,0.494,7,-10.374,1,0.0339,0.0915,4.2e-05,0.0933,0.75,104.015,4
New Canaan,6Vxrr23Kse86mQZEFE0ruF,Bill Wurtz,2019-10-26T04:04:26Z,2014-04-16,20,175161,0.638,0.509,3,-11.337,1,0.0345,0.178,4.03e-06,0.118,0.54,109.942,4
Come Sail Away,0PsbWiVtix5FoTZ1s00mEl,Styx,2019-10-26T04:04:26Z,1977-01-01,63,367000,0.324,0.335,0,-15.595,1,0.0355,0.099,1.08e-06,0.0995,0.141,119.513,4
Banana Pancakes,451GvHwY99NKV4zdKPRWmv,Jack Johnson,2019-10-26T04:04:26Z,2005-01-01,70,191906,0.816,0.375,7,-8.053,1,0.0996,0.607,8.66e-06,0.0933,0.615,114.303,4
And the Day Goes On,7GLqxrkceMlnw2OMZleOeg,Bill Wurtz,2019-10-26T04:04:26Z,2018-04-25,35,130917,0.817,0.463,6,-11.497,1,0.0704,0.259,0.000418,0.102,0.956,115.989,4
Killer Queen - Remastered 2011,7GqWnsKhMtEW0nzki5o0d8,Queen,2019-10-26T04:04:26Z,1974-11-08,68,179600,0.535,0.65,10,-6.328,1,0.0554,0.379,0,0.14,0.61,117.188,4
Karma Chameleon - Remastered 2002,2wSAWEYUHkt92X4SBAPqZE,Culture Club,2019-10-26T04:04:26Z,1983-10-01,76,252773,0.668,0.73,10,-7.182,1,0.0366,0.225,0,0.188,0.894,92.049,4
Perfect Situation,1D7UBHqaPWDbBHs2S5YXge,Weezer,2019-10-26T04:04:26Z,2005-05-10,53,254333,0.47,0.806,6,-4.1,1,0.0328,0.0271,0.000142,0.2,0.403,93.853,4
(If You're Wondering If I Want You To) I Want You To,09aDV0TC2RfWFU5IwZfIdG,Weezer,2019-10-26T04:04:26Z,2009-11-03,47,208773,0.695,0.873,11,-5.722,0,0.0392,0.00163,0.000198,0.154,0.799,110.021,4
We Could Just Get High,3DKU78r2kEkXAR8YGBTojT,Bill Wurtz,2019-10-26T04:04:26Z,2014-03-19,19,208457,0.694,0.488,7,-11.875,0,0.0381,0.042,0.00514,0.441,0.719,113.994,4
Hallelujah,70csxahfqy3LWP119s2UwF,Bill Wurtz,2019-10-26T04:04:26Z,2018-08-21,18,131860,0.635,0.44,9,-9.646,1,0.0596,0.478,8.79e-06,0.261,0.847,171.909,4
Got to Know What's Going On,473UAvIVzoWlNlJkv3CBMs,Bill Wurtz,2019-10-26T04:04:26Z,2017-06-20,18,151617,0.797,0.423,7,-11.079,1,0.0582,0.346,0.00173,0.137,0.647,101.953,4
Crazy Little Thing Called Love - Remastered 2011,35ItUJlMtjOQW3SSiTCrrw,Queen,2019-10-26T04:04:26Z,1980-06-27,72,163373,0.599,0.762,0,-6.887,1,0.0423,0.714,4.43e-06,0.35,0.715,76.961,4
Play The Game - Remastered 2011,4b0mX1GtrQLiUW9jpb6Xcx,Queen,2019-10-26T04:04:26Z,1980-06-27,47,212533,0.385,0.698,5,-5.772,1,0.0314,0.337,0,0.126,0.28,78.528,4
Somebody To Love - Remastered 2011,6cFZ4PLC19taNlpl9pbGMf,Queen,2019-10-26T04:04:26Z,1976-12-10,67,296493,0.497,0.693,8,-7.024,1,0.0565,0.19,0,0.215,0.358,111.539,3
Mount St. Helens Is About to Blow Up,5pnAzBcq5zfawsWiTQ3nTu,Bill Wurtz,2019-10-26T04:04:26Z,2018-09-18,32,202771,0.695,0.464,7,-12.151,1,0.0848,0.139,0.000226,0.111,0.787,166.016,4
Sometimes,6RpOwx05L1XK3Zix8heU4Z,Kero Kero Bonito,2019-10-26T04:04:26Z,2018-10-01,0,121191,0.618,0.481,2,-6.412,1,0.0334,0.749,0,0.124,0.528,125.053,4
Long Long Long Journey,4LFs1HvbBRTW5502ddGKjP,Bill Wurtz,2019-10-26T04:04:26Z,2018-10-30,29,189923,0.756,0.477,11,-12.443,1,0.0856,0.0887,0.0114,0.494,0.808,130.035,4
When I Get Older,1K7GbyDPeP5kEr8uq4JsSp,Bill Wurtz,2019-10-26T04:04:26Z,2018-10-16,22,195806,0.753,0.436,10,-13.647,0,0.0694,0.0695,0.0183,0.139,0.837,93.023,3
If I'd Known,2Qdw8LtIwHHZ0L3ON2Vldn,Kero Kero Bonito,2019-10-26T04:04:26Z,2018-10-01,0,163884,0.74,0.618,7,-5.127,1,0.033,0.309,0.0019,0.0811,0.865,100.972,4
Slow Down,63Sm4Lvigjlqc6MESkpapo,Bill Wurtz,2019-10-26T04:04:26Z,2018-11-13,24,198709,0.737,0.492,5,-11.581,0,0.0563,0.0534,3.22e-05,0.104,0.819,92.997,4
Time Today,6xKXkSSJqv6ttwL8bj3Dm2,Kero Kero Bonito,2019-10-26T04:04:26Z,2018-10-01,0,131594,0.506,0.677,3,-5.73,1,0.0494,0.229,0.000183,0.0897,0.327,175.655,4
A Thousand Sounds,1FsJQ29W4AfxTCC5zJ8GwX,Skyfactor,2019-10-26T04:04:26Z,2018-11-02,5,238539,0.587,0.686,7,-6.335,1,0.057,0.166,0,0.121,0.799,179.948,4
Christmas Isn't Real,24Z9F2H7XbgK0yMK8d7W5i,Bill Wurtz,2019-10-26T04:04:26Z,2018-11-27,14,135681,0.709,0.46,2,-12.502,1,0.056,0.153,0.000332,0.653,0.65,109.949,4
Tie a Yellow Ribbon Round the Ole Oak Tree (feat. Tony Orlando) - 1998 Remastered,12UzVR0M7asW2MHAZRJk0I,Dawn,2019-10-26T04:04:26Z,1973-05-12,51,206253,0.559,0.615,5,-12.27,1,0.0473,0.283,0,0.0957,0.68,87.601,4
Bennie And The Jets - Remastered 2014,0dBatXn1vVUl0jLgXRClwD,Elton John,2019-10-26T04:04:26Z,1973-10-05,0,322548,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,4
Just Did a Bad Thing,0Y08zhvCal5BZZNS0RqBFN,Bill Wurtz,2019-10-26T04:04:26Z,2018-12-18,36,167179,0.754,0.526,1,-12.96,1,0.0435,0.00261,0.466,0.113,0.716,117.051,4
Wake Up,3RrYUcJ5IbqF0hg5Q4K4F6,Skyfactor,2019-10-26T04:04:26Z,2013-06-11,0,236720,0.498,0.554,2,-6.135,1,0.0422,0.493,0,0.117,0.616,79.738,4
At the Airport Terminal,1ZyaEanHuNp0QqQvjnFrrL,Bill Wurtz,2019-10-26T04:04:26Z,2019-01-10,26,168750,0.738,0.407,10,-12.14,1,0.0646,0.251,0.0109,0.142,0.777,135.91,4
I Get Around (Mono),3v9xlH6BpmRbqL7hgNJhfT,The Beach Boys,2019-10-26T04:04:26Z,1964-07-13,66,134386,0.389,0.626,9,-7.813,0,0.0541,0.366,0,0.0663,0.514,144.337,4
Copacabana (At the Copa),5FMXrphygZ4z3gVDHGWxgl,Barry Manilow,2019-10-26T04:04:26Z,2006-09-12,67,236760,0.606,0.899,7,-6.412,0,0.0758,0.333,0.000102,0.0754,0.66,116.735,4
You Can't Hurry Love - 2016 Remaster,4YwbSZaYeYja8Umyt222Qf,Phil Collins,2019-10-26T04:04:26Z,1982-11-05,77,175746,0.62,0.936,7,-4.593,1,0.0308,0.0261,0,0.0679,0.763,97.527,4
In The Lap Of The Gods... Revisited - Remastered 2011,2kUl5h8pANlWSrXBfMIbkJ,Queen,2019-10-26T04:04:26Z,1974-11-08,23,226813,0.417,0.583,2,-8.606,1,0.037,0.408,0,0.289,0.502,132.341,3
